company,source_type,text,sentiment_score,roberta_score,specificity_score,sector,ner_types
Santos,esg_report,"into hedging transactions as appropriate. Credit We are also exposed to credit risk through investments in cash and cash equivalents, derivative financial instruments and deposits with or undrawn committed liquidity from banks and financial institutions, as well as credit exposures to customers, including outstanding receivables and committed transactions. We may be exposed to potential financial loss if the counterparties to those investments and transactions fail to perform as contracted. We monitor our exposure to credit risk on an ongoing basis through the management of concentration risk and ageing analysis. Access to capital and liquidity Santos has debt obligations and relies on access to debt and equity financing to conduct our business, in particular, the development of large-scale projects. There is a risk that we may not be able to access equity or debt capital markets to support our business objectives, or successfully refinance debt facilities on commercially favourable terms, or at all. The ability to secure financing, or financing on acceptable terms, may be adversely affected by ESG factors, the Company s financial position volatility in the financial markets, or by a downgrade by credit rating agencies. Santos had US 4.3 billion in liquidity (cash and undrawn committed bank facilities) available as at 31 December 2025. Contract and counterparty risks As part of Santos ongoing commercial activities, we are party to a number of material contracts, including finance agreements, infrastructure access agreements, agreements for the sale and purchase of hydrocarbon, transportation agreements, joint venture agreements, and engineering, procurement and construction (EPC) contracts. Santos also enters into sale and purchase contracts with third parties for the sale and purchase of natural gas, LNG and other products. The economic effects of these contracts over their term may be impacted by fluctuations in commodity prices, price reviews, operational performance and other market conditions. Failure to perform material obligations under these contracts by Santos and or the applicable counterparties, or to secure any extensions or amendments to these contracts, may result in a material impact on Santos operations and financial results. Santos tracks key contractual obligations and monitors performance across our material contracts. 147",-0.9854,-0.1876,0.0,Social & Labour,"['PERSON', 'ORG', 'ORG', 'PERSON', 'ORG', 'DATE', 'GPE', 'ORG', 'PERSON', 'ORDINAL', 'ORG', 'PERSON', 'NORP', 'CARDINAL']"
Santos,esg_report,"Santos Annual Report 2025 Directors Report (continued) Political and legal risks Political, legal and regulatory Santos business is subject to various laws and regulations in each of the jurisdictions in which we operate that relate to the development, production, marketing, pricing, transportation and storage of our products. A change in the laws that apply to the Company s business or the way it is regulated could have a materially adverse effect on Santos business, on the results of operations and the Company s financial performance, including preventing or limiting production. For example, a change in government regime, taxation laws, environmental laws or land access laws could have a material effect on the Company. The domestic gas business and GLNG project, including its ability to purchase gas, develop future growth projects and meet supply commitments, may also be adversely impacted by any governmental intervention, including limitations on LNG export volumes, domestic gas price caps and the redirection of gas from export to domestic markets. Any such intervention may also have broader implications for the future of the gas industry in Australia. Continuous monitoring of legislative and regulatory changes and associated risks is undertaken, and regular engagement with regulators and governments supports the management of risks arising from these changes. Litigation and disputes Santos business means we may be subject to litigation, disputes or regulatory actions arising from a wide range of matters. Santos may also be involved in investigations, inquiries or disputes, including debt recoveries, commercial and contractual disputes, Native Title claims, land tenure and access disputes, environmental claims or occupational health and safety claims. Any of these claims or actions could result in delays, increase costs or otherwise adversely impact Santos assets and operations, and adversely impact our financial performance and future financial prospects. Santos has an experienced legal team that monitors and manages potential and actual claims, actions and disputes. Unreasonable prejudice As permitted by sections 299(3) and 299A(3) of the Corporations Act 2001 (Cth), Santos has omitted some information from the Operating and Financial Review and Directors Report in this Annual Report in relation to the Group s business strategies, future prospects and likely developments in operations and the expected results of those operations in future financial years. This has been done on the basis that such information, if disclosed, would likely result in unreasonable prejudice (for example, because the information is premature, commercially sensitive, confidential or could give a third",-0.9827,-0.2639,0.0,Governance & Policy,"['ORG', 'GPE', 'GPE', 'ORG', 'ORG', 'GPE', 'NORP', 'PERSON', 'NORP', 'PERSON', 'CARDINAL', 'CARDINAL', 'LAW', 'PERSON', 'ORG', 'ORG', 'ORG', 'ORDINAL']"
Santos,esg_report,"prospects and likely developments in operations and the expected results of those operations in future financial years. This has been done on the basis that such information, if disclosed, would likely result in unreasonable prejudice (for example, because the information is premature, commercially sensitive, confidential or could give a third party a commercial advantage). The omitted information typically relates to internal budgets, forecasts and estimates, details of the business strategy and contractual pricing. Significant changes in the state of affairs There were no significant changes in the Group s state of affairs during the financial year. Dividends On 17 February 2026, the Directors resolved to pay a final dividend of US10.3 cents per fully paid ordinary share on 25 March 2026 to shareholders registered in the books of the Company on 24 February 2026. This final dividend amounts to approximately US 335 million. The Board also resolved that the Dividend Reinvestment Plan (DRP) will not be in operation for the 2025 final dividend. In addition, a 2025 interim dividend of US13.4 cents per fully paid ordinary share was paid to shareholders on 1 October 2025 and a 2024 final dividend of US10.3 cents per fully paid ordinary share was paid to shareholders on 26 March 2025. The DRP was not in operation for the 2025 interim dividend, nor the 2024 final dividend. Proceedings on behalf of Santos Limited No proceedings have been brought on behalf of Santos Limited nor has any application been made under section 237 of the Corporations Act 2001 (Cth). Environmental regulation The consolidated entity s Australian operations are subject to various environmental regulations under Commonwealth, state and territory legislation. Applicable legislation and requisite environmental approvals are specified in the consolidated entity s Environmental Compliance Management System, which forms part of the consolidated entity s overall management system. Environmental compliance performance is monitored regularly and in various forms, including audits conducted by regulatory authorities and the Company, through internal or external resources. In 2025, Santos received one penalty notice with associated fine totalling A 16,130 and one fine totalling A 10,000. In both instances, the consolidated entity has undertaken corrective measures to prevent re-occurrences of the issues. 148",-0.5215,-0.1639,1.0,Governance & Policy,"['ORDINAL', 'ORG', 'DATE', 'DATE', 'PERSON', 'MONEY', 'DATE', 'DATE', 'CARDINAL', 'ORG', 'ORG', 'DATE', 'CARDINAL', 'MONEY', 'DATE', 'CARDINAL', 'MONEY', 'DATE', 'DATE', 'DATE', 'ORG', 'ORG', 'LAW', 'LAW', 'NORP', 'ORG', 'ORG', 'ORG', 'DATE', 'ORG', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL']"
Santos,esg_report,"Overview Sustainability Sustainability Governance Reserves Directors Remuneration Financial Additional Report Report Statement Report Report Report information (voluntary) (mandatory) Post balance date events On 17 February 2026, the Directors of Santos Limited resolved to pay a final dividend on ordinary shares in respect of the 2025 financial year. The financial effect of these dividends has not been brought to account in the full-year Financial Report for the year ended 31 December 2025. Shares under option and unvested share acquisition rights (SARs) Options There are no unissued ordinary shares of Santos Limited under options at the date of this report. Unvested SARs Unissued ordinary shares of Santos Limited under unvested SARs at 31 December 2025 are as follows: Date SARs granted Number of shares under unvested SARs 11 April 2021 847,458 15 July 2022 3,091,882 5 October 2022 592,018 16 December 2022 138,751 22 May 2023 506,722 19 June 2023 532,817 31 July 2023 559,156 18 September 2023 1,993,199 1 December 2023 276,104 11 April 2024 409,033 23 April 2024 44,180 26 June 2024 2,866,389 26 July 2024 1,294,115 9 August 2024 287,549 23 August 2024 833,006 11 September 2024 166,064 17 April 2025 744,705 29 April 2025 2,533,637 27 June 2025 998,674 15 July 2025 39,887 16 July 2025 1,724,046 18 July 2025 383,662 20,863,054 Since 31 December 2025, no SARs have been granted over unissued ordinary shares of Santos Limited. No amount is payable on the vesting of SARs. SARs do not confer an entitlement to participate in a bonus or rights issue, prior to the vesting of the SAR. Further details regarding the SARs (including when they will lapse) are contained in Note 7.2 of the Financial Report. 149",0.0356,-0.0084,0.0,Governance & Policy,"['ORG', 'DATE', 'ORG', 'DATE', 'DATE', 'ORG', 'DATE', 'ORG', 'ORG', 'DATE', 'DATE', 'DATE', 'WORK_OF_ART', 'DATE', 'DATE', 'DATE', 'MONEY', 'DATE', 'DATE', 'DATE', 'DATE', 'DATE', 'DATE', 'PRODUCT', 'DATE', 'DATE', 'DATE', 'DATE', 'DATE', 'DATE', 'DATE', 'DATE', 'DATE', 'MONEY', 'DATE', 'DATE', 'MONEY', 'DATE', 'CARDINAL', 'DATE', 'CARDINAL', 'DATE', 'ORG', 'CARDINAL', 'CARDINAL']"
Santos,esg_report,"Overview Sustainability Sustainability Governance Reserves Directors Remuneration Financial Additional Report Report Statement Report Report Report information (voluntary) (mandatory) Indemnification Rule 61 of the Company s Constitution requires that the Company indemnifies, on a full indemnity basis and to the full extent permitted by law, officers of the Company for all losses or liabilities incurred by the person as an officer of the Company, a related body corporate or trustee of a Company-sponsored superannuation fund. Rule 61 also permits the Company to purchase and maintain a Directors and Officers insurance policy. In conformity with Rule 61, the Company is party to Deeds of Indemnity in favour of each of the Directors referred to in this report who held office during the year and certain Senior Executives of the consolidated entity. The indemnities operate to the full extent permitted by law and are not subject to a monetary limit. Santos is not aware of any liability having arisen and no claims have been made during or since the financial year ended 31 December 2025 under the Deeds of Indemnity. The Company purchases directors and officers liability insurance in respect of current and former Directors, officers and Company Secretary of the Company and its controlled entities, which insures against certain liabilities (subject to exclusions). Due to confidentiality obligations, we are unable to disclose any further details about the premium or insurance. Non-audit services Amounts paid or payable to the Company s auditor, Ernst Young, for non-audit services provided during the year were: Ernst Young for other assurance services 1,242,000 Ernst Young (Australia) for taxation compliance services 137,000 Ernst Young (Australia) for other services 50,000 The Directors are satisfied, based on the advice of the Audit and Risk Committee, that the provision of the non-audit services detailed above by Ernst Young complies with the general standard of independence for auditors imposed by the Corporations Act 2001 (Cth). All non-audit services were subject to the corporate governance procedures and policies adopted by the Company. The Audit and Risk Committee have reviewed the scope and nature of non-audit services as appropriate, to ensure they did not contravene any applicable code of professional conduct in relation to the audit and did not impact the impartiality and objectivity of the auditor. A copy of the auditor s independence declaration as required under section 307C of the Corporations Act 2001 (Cth) is set out on page 270.",-0.5319,0.0325,0.0,Governance & Policy,"['ORG', 'CARDINAL', 'ORG', 'ORG', 'ORG', 'LAW', 'ORG', 'ORG', 'DATE', 'DATE', 'DATE', 'PERSON', 'ORG', 'ORG', 'PERSON', 'DATE', 'PERSON', 'CARDINAL', 'ORG', 'GPE', 'CARDINAL', 'ORG', 'GPE', 'CARDINAL', 'ORG', 'ORG', 'LAW', 'ORG', 'LAW', 'CARDINAL']"
Santos,esg_report,"Overview Sustainability Sustainability Governance Reserves Directors Remuneration Financial Additional Report Report Statement Report Report Report information (voluntary) (mandatory) Remuneration Report Message from Michael Utsler, People, Remuneration and Culture Committee Chair Dear fellow shareholders, On behalf of the Board, I am pleased to introduce Santos Remuneration Report for 2025 and to summarise key elements of Santos performance and the impact on remuneration outcomes. Alignment of remuneration with corporate strategy Santos is committed to creating a great place to work by fostering a diverse, inclusive and engaging environment where employees feel genuinely valued. Our competitive remuneration and holistic benefits include in-house wellness and GP services, employee assistance programs and professional development programs, reflecting our focus on building a positive, supportive and compelling workplace culture. Our remuneration framework is designed to support our strategic objectives. Our goal is to be robust and resilient to external volatility while being a global leader in the energy transition by providing reliable, affordable energy, aiding global decarbonisation efforts and delivering shareholder value. To this end, our remuneration policies are built on being competitive in providing Total Fixed Remuneration (TFR) with opportunities to earn Short-Term Incentives (STI) for achievements against specific targets and, where appropriate, Long-Term Incentives (LTI). A key component of our STI includes sustainability metrics, with a 2025 weighting of 17.5 per cent for climate-related targets, emphasising emissions intensity reduction and the advancement of decarbonisation projects. We remain proactive in strengthening the linkage between our focus on sustainability and climate with our pay for performance structure. 2025 Business outcomes Safety: We achieved our best lost time injury rate on record (LTIR), best loss of containment performance in more than a decade, and outperformed global benchmarks across LTIR, process safety, and environmental performance. Sustainability: Moomba CCS phase 1 stored more than 1.5 million tonnes CO2e (gross) since startup, and received more than 900,000 (gross) ACCUs. Operational performance: Annual production reached 87.7 mmboe, with sales revenue of US 4.9 billion despite lower global commodity pricing. We recovered Cooper Basin production rates to pre-flood levels, while also maintaining the full annual drilling program despite flooding. Project delivery: Barossa gas project achieved first gas into the FPSO, and pleasingly achieved first cargo early in the new financial year, and Pikka phase 1 remains on track being 98 per cent complete with final commissioning underway. Cost efficiency: Lowest unit production costs in a decade at US 6.78 per",0.5727,0.4842,0.3333,Social & Labour,"['ORG', 'PERSON', 'ORG', 'ORG', 'DATE', 'NORP', 'PERSON', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'DATE', 'MONEY', 'CARDINAL', 'ORG', 'DATE', 'ORG', 'CARDINAL', 'QUANTITY', 'CARDINAL', 'DATE', 'QUANTITY', 'ORG', 'FAC', 'ORDINAL', 'ORG', 'ORDINAL', 'DATE', 'ORG', 'CARDINAL', 'MONEY', 'DATE', 'GPE']"
Santos,esg_report,"delivery: Barossa gas project achieved first gas into the FPSO, and pleasingly achieved first cargo early in the new financial year, and Pikka phase 1 remains on track being 98 per cent complete with final commissioning underway. Cost efficiency: Lowest unit production costs in a decade at US 6.78 per boe (excluding Bayu Undan late-life production). Financial position: US 4.3 billion in liquidity with gearing at 26.9 per cent at year end. Overall in 2025 the business performance reflected a strong year from the base business, while we continued to progress the major projects in Barossa and Pikka phase 1. The base business generated strong cash flows, supporting a final dividend of US 23.7 cents per share delivering returns to our shareholders. Barossa first gas production was achieved in September however due to commissioning challenges first LNG cargo was not achieved before the end of 2025. Our scorecard for 2025 was weighted heavily to the delivery of projects and therefore our scorecard outcome for the year reflected that with 45.6 per cent of maximum achieved. During the growth phase Santos has continued to return dividends to shareholders underpinned by the strong performance of the base business. However, over a four-year performance period ending 31 December 2025 our share price decreased from A 6.31 to A 6.17 which is the four-year period in which our 2022 LTI has been assessed. As a result, our LTI vesting for 2025 is 39.5 per cent of maximum. Whilst this outcome has been reflective of the share price performance over this period, as both Barossa and Pikka phase 1 move into production we expect results in the years ahead to reap the benefits of our capex investment, of which shareholders and employees alike will benefit. 2025 Realised Remuneration strongly correlated with company performance Realised remuneration for 2025 includes fixed pay received during the year, the cash component of the STI related to the performance year and the value of deferred 2023 STI and 2022 LTI awards which vested in 2025, including share price movement over the deferral vesting period. For the Managing Director and CEO, realised remuneration also includes the vesting of the Growth Projects Incentive Plan. Results are shown in Table 6 on page 170. 2025 Fixed remuneration adjustments In December 2024, as part of the annual remuneration review cycle, the Board considered the fixed remuneration for the Managing Director and CEO against updated benchmark",0.7619,0.8492,1.0,Waste & Circular Economy,"['ORDINAL', 'ORG', 'ORDINAL', 'DATE', 'ORG', 'CARDINAL', 'MONEY', 'DATE', 'GPE', 'PERSON', 'ORG', 'MONEY', 'DATE', 'DATE', 'PERSON', 'ORG', 'CARDINAL', 'GPE', 'MONEY', 'ORDINAL', 'DATE', 'ORDINAL', 'ORG', 'DATE', 'DATE', 'DATE', 'MONEY', 'ORG', 'DATE', 'DATE', 'CARDINAL', 'CARDINAL', 'DATE', 'DATE', 'ORG', 'ORG', 'DATE', 'MONEY', 'PERSON', 'ORG', 'CARDINAL', 'DATE', 'DATE', 'NORP', 'DATE', 'DATE', 'ORG', 'DATE', 'DATE', 'CARDINAL', 'ORG', 'DATE', 'ORG', 'LAW', 'CARDINAL', 'DATE', 'DATE', 'DATE', 'ORG']"
Santos,esg_report,"Overview Sustainability Sustainability Governance Reserves Directors Remuneration Financial Additional Report Report Statement Report Report Report information (voluntary) (mandatory) The Directors of Santos present this Remuneration Report for the consolidated entity for the year ended 31 December 2025. The information provided in this report has been audited as required in section 308(3C) of the Corporations Act 2001 (Cth) (Corporations Act) and forms part of the Directors Report. The Remuneration Report outlines the Company s key remuneration activities in 2025 and remuneration information for KMP of the consolidated entity for the purposes of the Corporations Act and Accounting Standards, as set out below. Remuneration is disclosed in US (unless otherwise indicated) with all remuneration components having been converted from A to US using an average rate of 0.6448 for 2025 and 0.6599 for 2024. This means year-on-year changes in remuneration amounts when stated in US are partly attributable to exchange rate variations and not necessarily a change in the amount paid in A . Report structure The Remuneration Report is set out in the following sections: 1. KMP covered by the Remuneration Report and summary of five-year Company performance 2. Remuneration governance 3. Executive remuneration framework 4. 2025 Company performance outcomes and realised remuneration 5. Incentive plan operation 6. Key terms of employment contracts for Executive KMP 7. Non-executive Director remuneration 8. Statutory disclosures 155",-0.0136,0.0517,0.0,Governance & Policy,"['ORG', 'DATE', 'LAW', 'WORK_OF_ART', 'DATE', 'ORG', 'LAW', 'GPE', 'GPE', 'CARDINAL', 'DATE', 'CARDINAL', 'DATE', 'GPE', 'WORK_OF_ART', 'CARDINAL', 'ORG', 'ORG', 'DATE', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'DATE', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL']"
Santos,esg_report,"Overview Sustainability Sustainability Governance Reserves Directors Remuneration Financial Additional Report Report Statement Report Report Report information (voluntary) (mandatory) 2. Remuneration governance The following diagram illustrates Santos remuneration governance framework. Shareholders Board The Board reviews, challenges and approves the recommendations of the People, Remuneration and Culture Committee around policy, performance, the remuneration arrangements for the Managing Director and Chief Executive Officer (Managing Director and CEO), all Executive KMP and non-executive Directors and the remuneration policies and processes for the wider Group. People, Remuneration and Culture Committee External advisers Members The Board and the Committee may seek advice from independent experts and advisers. Michael Utsler (Chair) Yasmin Allen The Board has adopted a protocol for engaging and seeking advice from independent remuneration Vanessa Guthrie consultants from time to time. In 2025, no remuneration Vickki McFadden recommendations were provided by remuneration Musje Werror consultants as per section 9B of the Corporations Act. Role The People, Remuneration and Culture Committee oversees and formulates recommendations to the Managing Director and CEO and Executives Board on the remuneration policies and practices of the Company generally (including the remuneration The Managing Director and CEO makes of non-executive Directors, the Managing Director recommendations to the Committee regarding and CEO and Executives) and reviews the aligned Executives remuneration. These recommendations take policies and practices to the Company s values, into account performance, culture and values. strategic direction and risk appetite. The Managing Director and CEO s remuneration is Charter considered separately by the Committee. The Committee operates under a Charter approved by the Board and regularly conducts a review of its performance, structure, objectives and purpose. The Committee Charter is available on the Company s website at santos.com. 157",-0.0437,0.0244,0.0,Governance & Policy,"['ORG', 'CARDINAL', 'GPE', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'PERSON', 'PERSON', 'ORG', 'ORG', 'DATE', 'PERSON', 'LAW', 'ORG', 'ORG', 'WORK_OF_ART', 'ORG', 'ORG', 'ORG', 'LAW', 'ORG', 'ORG', 'CARDINAL']"
Santos,esg_report,"Santos Annual Report 2025 Remuneration Report (continued) 3. Executive remuneration framework The fundamental purpose of Santos Remuneration Policy is to develop and maintain an effective remuneration framework that supports and reinforces the ongoing successful execution of Santos strategy and vision. Executive Remuneration Policy objectives Attract, motivate and retain Focus Executives to deliver superior Align Executive and shareholder talented and qualified Executives performance interests Enabled through the Company s Executive remuneration framework Total Fixed Remuneration (TFR) Short-Term Incentive (STI) Long-Term Incentive (LTI) (base salary plus superannuation) A significant component of remuneration LTIs are delivered as Share Remuneration levels are is at-risk. The value to the Executive is Acquisition Rights (SARs) benchmarked against similar dependent on the Company and the following a four-year roles in comparable companies individual meeting challenging targets. performance period. within the ASX50, as well as the STI levels are set to ensure total Vesting of LTIs is contingent on ASX100 energy and resources compensation appropriately rewards the achieving performance hurdles sectors. delivery of Santos operating model and that are aligned with creation of Individual remuneration is set the increasingly demanding STI scorecard long-term shareholder value. with regard to the Executive s metrics. These are: roles and responsibilities and STI outcomes are based on a balanced also the individual s experience scorecard of annual performance measures relative Total Shareholder and competencies. aimed at delivering challenging outcomes Return against the ASX100 The target market position for the Company across a range of financial, relative Total Shareholder for fixed remuneration for safety, environment, growth and culture KPIs. Return against the S P Global Executives is below market Target setting is informed by prior year 1200 Energy Index median, in line with the performance to ensure poor performance Return on Average Capital Company s cost focus. outcomes do not become baseline in the Employed versus weighted following year. average cost of capital Target performance includes stretch to Free Cash Flow Breakeven deliver superior outcomes beyond plan. Point. For Executive KMP other than the Managing The share plan rules give the Director and CEO, half (50 ) of their STI Company the discretion to lapse award is delivered as cash following the end or forfeit unvested equity awards of the performance year. For the Managing and claw back any vested Director and CEO, half (50 ) of his STI shares or cash paid",0.0216,0.2751,0.0,Governance & Policy,"['ORG', 'CARDINAL', 'ORG', 'GPE', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'PRODUCT', 'ORG', 'DATE', 'ORG', 'ORG', 'PERSON', 'ORG', 'ORG', 'ORG', 'DATE', 'PRODUCT', 'ORG', 'PRODUCT', 'ORG', 'ORG', 'DATE', 'ORG', 'ORG', 'ORG', 'DATE', 'ORG', 'CARDINAL', 'CARDINAL', 'ORG', 'DATE', 'LOC', 'CARDINAL', 'CARDINAL', 'ORG']"
Santos,esg_report,"Overview Sustainability Sustainability Governance Reserves Directors Remuneration Financial Additional Report Report Statement Report Report Report information (voluntary) (mandatory) 3.1 Remuneration mix A significant portion of Executive remuneration is at-risk. The following charts show the remuneration mix for the Managing Director and CEO and Executives at the following performance levels: Performance level Components of remuneration Minimum TFR for the year only. Target TFR for the year, STI at target level (generally awarded half in cash and half in deferred equity, except for the Managing Director and CEO who receives it all in deferred equity), and target LTI. LTI grants are allocated on a face value basis that is determined by dividing grant values by the applicable Santos share price to arrive at the number of SARs to be granted. Vesting of LTI awards is subject to the achievement of the relevant performance and service conditions. The target LTI values in the following charts are shown at a 40 per cent discount to estimate a long- term probabilistic vesting outcome. Maximum TFR for the year, STI at the maximum level (generally provided half in cash and half in deferred equity, except for the Managing Director and CEO who receives it all in deferred equity), and the maximum LTI (being the face value of the grant). Vesting of awards is subject to the achievement of performance and service conditions. The value of the STI deferred equity and LTI does not include the impact of future share price movements or dividend payments. The actual remuneration mix in any year varies with actual performance and incentive outcomes. Managing Director and CEO remuneration quantum and mix The remuneration quantum and mix for the Managing Director and CEO at minimum, target and maximum performance is shown in Chart 1. Chart 1: Managing Director and CEO remuneration quantum and mix Minimum 100 2,070 Target 32 32 36 6,377 Maximum 22 38 40 9,254 0 2,000 4,000 6,000 8,000 10,000 A 000 TFR STI deferred equity LTI Minimum: TFR of A 2,070,300. Target: TFR, target STI at 100 per cent of TFR (with any award received as deferred equity) and target LTI of 108 per cent of TFR. Maximum: TFR, the maximum STI of 167 per cent of TFR (with any award received as deferred equity) and the maximum LTI award of 180 per cent of TFR. In addition, the Managing Director and CEO participated in a one-off",0.0227,0.0052,1.0,Social & Labour,"['ORG', 'ORG', 'DATE', 'DATE', 'ORG', 'CARDINAL', 'CARDINAL', 'ORG', 'ORG', 'GPE', 'ORG', 'ORG', 'MONEY', 'ORG', 'DATE', 'ORG', 'CARDINAL', 'CARDINAL', 'ORG', 'ORG', 'ORG', 'LAW', 'CARDINAL', 'CARDINAL', 'ORG', 'CARDINAL', 'DATE', 'CARDINAL', 'CARDINAL', 'DATE', 'DATE', 'QUANTITY', 'CARDINAL', 'CARDINAL', 'ORG', 'ORG', 'ORG', 'CARDINAL', 'ORG', 'GPE', 'MONEY', 'ORG', 'ORG', 'MONEY', 'ORG', 'ORG', 'MONEY', 'ORG', 'ORG', 'MONEY', 'ORG', 'CARDINAL']"
Santos,esg_report,"Overview Sustainability Sustainability Governance Reserves Directors Remuneration Financial Additional Report Report Statement Report Report Report information (voluntary) (mandatory) 4. 2025 Company performance outcomes and realised remuneration 2025 Business performance The 2025 performance year reflected a strong year from the base business. The base business has generated strong cash flows while delivering an outstanding personal and process safety result, and environmental performance with Santos in the top quartile of global sector benchmarks for personal safety and better than global average for process safety and environment performance. Whilst the base business continued to perform strongly and Barossa first gas production was achieved in September, due to commissioning challenges, first LNG cargo was not achieved before year end 2025. The scorecard for 2025 was weighted heavily to the delivery of projects and therefore our scorecard outcome for the year reflected that with 45.6 per cent of maximum achieved. 4.1 2025 Company Scorecard performance outcomes Performance of the 2025 Company Scorecard as assessed by the Board resulted in an outcome of 76.1 per cent of target (45.6 of maximum). Table 3 provides further details of Scorecard KPIs and the Company s performance against them. Performance targets on achievements for each measure are cumulative. For example, achievement of a target level of performance requires the threshold metrics to also have been achieved and achievement of a stretch outcome requires both the threshold and target metrics to have been achieved. Table 3: 2025 Company Scorecard KPI performance Key performance indicators, measures and rationale Performance requirements Achievement Threshold Target Max Sustainability (25 ) Workplace and The targets for personal safety Threshold No severe harm injuries There were no severe harm Process Safety reflect the Company s commitment injuries during 2025. The (10 ) to providing a workplace without Target LTIR International Company achieved better than injury or illness. Association of Oil Gas Producers the 3-year average top quartile (IOGP) 3-year average top quartile rate, however, did not meet the rate stretch target. Stretch Zero moderate harm The overall achievement of this incidents metric was Target. The targets for process safety Threshold No process safety There were no process safety represent the Company s incident with consequence incidents with consequence commitment to reducing the moderate harm moderate harm during 2025. LOCI number of process safety-related Target LOCI frequency rate per Tier 1 and 2 frequency rate of 0.09 incidents with potential for high- million man hours better than",0.038,0.3455,1.0,Governance & Policy,"['ORG', 'CARDINAL', 'DATE', 'CARDINAL', 'DATE', 'DATE', 'PERSON', 'PERSON', 'DATE', 'ORG', 'DATE', 'DATE', 'DATE', 'MONEY', 'CARDINAL', 'DATE', 'ORG', 'DATE', 'ORG', 'MONEY', 'CARDINAL', 'CARDINAL', 'ORG', 'ORG', 'CARDINAL', 'CARDINAL', 'ORG', 'ORG', 'CARDINAL', 'ORG', 'DATE', 'CARDINAL', 'ORG', 'ORG', 'DATE', 'ORG', 'DATE', 'PERSON', 'ORG', 'PERSON', 'DATE', 'ORG', 'PRODUCT', 'CARDINAL', 'CARDINAL', 'TIME']"
Santos,esg_report,safety represent the Company s incident with consequence incidents with consequence commitment to reducing the moderate harm moderate harm during 2025. LOCI number of process safety-related Target LOCI frequency rate per Tier 1 and 2 frequency rate of 0.09 incidents with potential for high- million man hours better than IOGP achieved better than the IOGP impact consequences. Global average rate (combined Tier global average rate and no Tier 1 1 and 2) 0.47 events occurred in 2025. Stretch Zero process safety LOCI The overall achievement of this Tier 1 metric was Stretch. Environment The targets for environment Threshold No spills to the There were no spills with a (5 ) represent the Company s environment with consequence consequence moderate during commitment to negating the moderate 2025. The Company achieved occurrence of environmental Target Spills to environment better than the 3-year average incidents. 3-year average IOGP spills 1boe IOGP benchmark and there were Benchmark no hydrocarbon spills greater than 1 boe. Stretch Zero hydrocarbon spills greater than 1 boe The overall achievement of this metric was Stretch. 161,-0.1728,0.1417,1.0,Social & Labour,"['DATE', 'ORG', 'PRODUCT', 'CARDINAL', 'CARDINAL', 'TIME', 'ORG', 'ORG', 'CARDINAL', 'CARDINAL', 'DATE', 'PERSON', 'ORG', 'PRODUCT', 'PERSON', 'PERSON', 'CARDINAL', 'DATE', 'ORG', 'ORG', 'DATE', 'DATE', 'ORG', 'CARDINAL', 'PERSON', 'PERSON', 'PERSON', 'CARDINAL']"
